Game Title,Year,Publisher,North America,Europe,Japan,Rest of World,Global,Number of Reviews,Summary,Wishlist,Platform,Genre,Rating
Destiny 2,2007.0,,0.08,0.02,0.0,0.01,0.17,507.0,"Dive into the world of Destiny 2 to explore the mysteries of the solar system and experience responsive first-person shooter combat. Unlock powerful elemental abilities and collect unique gear to customize your Guardian's look and playstyle. Enjoy Destiny 2’s cinematic story, challenging co-op missions, and a variety of PvP modes alone or with friends. Download for free today and write your legend in the stars.",103.0,2600,Shooter,7.203473037235183
Far Cry 6,2007.0,,0.08,0.02,0.0,0.01,0.17,298.0,"Dive into the gritty world of a modern-day guerrilla revolution to liberate a nation from its oppressive dictators. Welcome to Yara, a tropical paradise frozen in time. Far Cry 6 thrusts players into a modern-day guerrilla revolution. As dictator of Yara, Anton Castillo is intent on restoring his nation back to its former glory by any means, with his son, Diego, following in his bloody footsteps. Become a guerrilla fighter and liberate Yara.",792.0,2600,Adventure,7.286788907975662
Disney's Aladdin,2007.0,,0.08,0.02,0.0,0.01,0.17,203.0,"Disney's Aladdin is a 1993 video game developed by Capcom for the Super Nintendo Entertainment System (SNES). Based on the film of the same name, Disney's Aladdin is a 2D side-scrolling video game in which the player characters are Aladdin and his monkey Abu.",85.0,2600,Adventure,7.272233747657085
Dishonored: Death of the Outsider,2007.0,,0.08,0.02,0.0,0.01,0.17,328.0,"Dishonored: Death of the Outsider is a standalone expansion pack and a sequel to Dishonored 2. The game features all the series hallmarks, including brutal combat systems, unique level design and immersive storytelling that responds to your every choice. With compelling characters and exhilarating action, Death of the Outsider is the perfect entry point for those new to the Dishonored series, while delivering a significant expansion of the gameplay and world for longtime fans.",352.0,2600,RPG,7.236137190531669
Dishonored,2007.0,,0.08,0.02,0.0,0.01,0.17,1.1K,"Dishonored is an immersive first-person action game that casts you as a supernatural assassin driven by revenge. With Dishonored’s flexible combat system, creatively eliminate your targets as you combine the supernatural abilities, weapons and unusual gadgets at your disposal. Pursue your enemies under the cover of darkness or ruthlessly attack them head on with weapons drawn. The outcome of each mission plays out based on the choices you make.",866.0,2600,RPG,7.180124981101992
Super Mario 3D All-Stars,2007.0,,0.08,0.02,0.0,0.01,0.17,422.0,"Discover three of Mario’s grandest 3D adventures with Super Mario 3D All-Stars on Nintendo Switch! This special bundle includes Super Mario 64, Super Mario Sunshine and Super Mario Galaxy, all optimized for Nintendo Switch with updated HD graphics, Joy-Con controls, as well as a music player featuring the epic soundtracks from all three games!",319.0,2600,Adventure,7.187351136364882
Xenoblade Chronicles: Definitive Edition,2007.0,,0.08,0.02,0.0,0.01,0.17,1.4K,"Discover the origins of Shulk as he and his companions clash against a seemingly-unstoppable mechanical menace. Wield a future-seeing blade, chain together attacks, and carefully position your party members in strategic, real-time combat as you journey across a massive world.",1.9K,2600,RPG,7.122578037681653
Guilty Gear: Strive,2007.0,,0.08,0.02,0.0,0.01,0.17,810.0,"Discover the Smell of the Game with Guilty Gear: Strive! Immerse yourself in new gameplay mechanics designed to be simple and welcoming for fighting game newcomers, yet deep and creative for veterans. Ride the Fire into a heavy metal inspired alternate future full of over-the-top action, style and fun!",1.2K,2600,Fighting,7.235443314759171
Battlefield 1,2007.0,,0.08,0.02,0.0,0.01,0.17,513.0,"Discover classic Battlefield gameplay with epic multiplayer and an adventure-filled campaign. Experience the dawn of all-out war, only in Battlefield 1. Fight your way through epic battles going from tight urban combat in a besieged French city to big open spaces in the Italian Alps or frantic combats in the Arabic sand dunes. Experience large-scale battles as infantry or piloting vehicles on land, air and sea, from the tanks and bikes on the ground, to bi-planes and gigantic battleships.",150.0,2600,Shooter,7.041956416089738
Assassin's Creed II,2007.0,,0.08,0.02,0.0,0.01,0.17,1.3K,"Discover an intriguing and epic story of power, revenge and conspiracy set during a pivotal moment in history: the Italian Renaissance.
              
              Experience the freedom and immersion of an all new open world and mission structure with settings such as the rooftops and canals of beautiful Venice. Your options in combat, assassination and escape are vast, with many new weapons, settings and gameplay elements.",521.0,2600,Adventure,7.317675299433819
Weird West,2007.0,,0.08,0.02,0.0,0.01,0.17,156.0,"Discover a dark fantasy reimagining of the Wild West where lawmen and gunslingers share the frontier with fantastical creatures. Journey through the origin stories of a group of atypical heroes, written into legend by the decisions you make in an unforgiving land. Each journey is unique and tailored to the actions taken - a series of high stakes stories where everything counts and the world reacts to the choices you make. Form a posse or venture forth alone into an otherworldly confines of the Weird West and make each legend your own.",337.0,2600,Simulator,7.176309792922796
Disco Elysium: The Final Cut,2007.0,,0.08,0.02,0.0,0.01,0.17,1.1K,"Disco Elysium: The Final Cut is a groundbreaking role playing game. You’re a detective with a unique skill system at your disposal and a whole city to carve your path across. Interrogate unforgettable characters, crack murders or take bribes. Become a hero or an absolute disaster of a human being. The Final Cut adds full voice acting to the game, as well as new quests, more characters and fresh explorable areas.",2.7K,2600,Adventure,7.209695533921669
Digimon World: Next Order,2007.0,,0.08,0.02,0.0,0.01,0.17,66.0,Digimon World: Next Order is an upcoming Digimon role-playing game. The game's story centers around two potential main characters: Japanese third-year high school students Takuto and Shiki.,133.0,2600,Adventure,7.2868467368751535
Terraria,2007.0,,0.08,0.02,0.0,0.01,0.17,1.3K,"Dig, Fight, Explore, Build: The very world is at your fingertips as you fight for survival, fortune, and glory. Will you delve deep into cavernous expanses in search of treasure and raw materials with which to craft ever-evolving gear, machinery, and aesthetics? Perhaps you will choose instead to seek out ever-greater foes to test your mettle in combat? Maybe you will decide to construct your own city to house the host of mysterious allies you may encounter along your travels? In the World of Terraria, the choice is yours!",593.0,2600,Indie,7.095874662604173
Devil May Cry 5: Special Edition,2007.0,,0.08,0.02,0.0,0.01,0.17,265.0,"Devil May Cry 5: Special Edition features improved visuals and gameplay at up to 120 frames per second. Alongside all previously-released downloadable content, other additions include Vergil as a playable character, ray tracing graphics options, and two additional game modes: Legendary Dark Knight mode, which significantly increases the number of enemies in each level, and Turbo mode, which increases the game speed by 20%.",286.0,2600,Brawler,7.24226776717552
Devil May Cry 5,2007.0,,0.08,0.02,0.0,0.01,0.17,1.9K,"Devil May Cry 5 is a brand-new entry in the legendary over-the-top action series Devil May Cry. The game features three playable characters, each with a radically different stylish combat play style as they take on the city overrun with demons. Developed with Capcom’s in-house proprietary RE engine, the series continues to achieve new heights in fidelity with graphics that utilize photorealistic character designs and stunning lighting and environmental effects.",2.4K,2600,Adventure,7.279084600789451
Devil May Cry 4,2007.0,,0.08,0.02,0.0,0.01,0.17,511.0,"Devil May Cry 4 is the second sequel to the original Devil May Cry game. It immerses the player in a gothic supernatural world, where a new protagonist clashes with a familiar hero. As the new leading man, Nero, players will unleash incredible attacks and non-stop combos using a unique new gameplay mechanic, his powerful ""Devil Bringer"" arm. With the advanced graphical capabilities of the PC, high definition visuals and intricate detail come to life as players explore new and exotic locales. Dynamic action and undeniable style combine with explosive fighting options and a gripping story to produce the incomparable experience that only a Devil May Cry game can deliver.",681.0,2600,Brawler,7.172397978717458
Devil May Cry 3: Dante's Awakening,2007.0,,0.08,0.02,0.0,0.01,0.17,909.0,"Devil May Cry 3: Dante's Awakening is a prequel to the first Devil May Cry. The game plays very differently from its predecessors, as it puts much more emphasis on style rather than simple demon slaying. As such, combat is much more intense and faster than before. An all-new Style system that allows you to select your fighting style has also been incorporated.",648.0,2600,Shooter,7.04066345065624
